Nome,Sobrenome,Data de Nascimento,Idade,Gênero,Curso,Tipo de Logradouro,Logradouro,Número,Cidade,RA,Nota Final,Valor Mensalidade
Luciana,Carvalho,12/06/1988,36,Feminino,Relações Públicas,Estrada,Lago Larissa Casa Grande,6,Osasco,28194432,10,3900
José,Albuquerque,22/03/1982,42,Masculino,Publicidade e Propaganda,Alameda,Vila Viana,98,Mauá,67262667,4,3100
Felipe,Brito,30/08/2002,21,Masculino,Publicidade e Propaganda,Estrada,Rodovia Cauê Novaes,58,Guarulhos,86133589,9,3600
Vanessa,da Luz,07/05/1998,26,Feminino,Administração,Rua,Chácara de Azevedo,66,Santo André,39950572,9,3800
Lucas,da Conceição,18/11/1999,24,Masculino,Secretariado,Estrada,Conjunto Duarte,70,Osasco,01953405,3,2300
Camila,da Conceição,05/04/1988,36,Feminino,Ciência de Dados e Inteligência Artificial,Estrada,Feira Fernandes,54,São José dos Campos,57974547,0,2200
Pedro,Lima,20/08/1992,31,Masculino,Ciência de Dados e Inteligência Artificial,Alameda,Jardim Pietra Oliveira,54,Santo André,96348415,2,2700
Vanessa,Pires,06/05/2003,21,Feminino,Secretariado,Estrada,Alameda Jesus,44,Campinas,18608029,2,3700
Lucas,Castro,23/07/1968,56,Masculino,Ciência de Dados e Inteligência Artificial,Avenida,Aeroporto de Mendes,60,São Bernardo do Campo,31057570,0,2800
Maria,da Rosa,28/04/1993,31,Feminino,Ciências Econômicas,Avenida,Alameda da Conceição,228,Guarulhos,52955834,6,3900
Pedro,Martins,28/11/1987,36,Masculino,Secretariado,Viela,Aeroporto de Cassiano,83,Santo André,40319526,6,3900
Camila,Fonseca,02/09/2004,19,Feminino,Ciências Econômicas,Avenida,Residencial Cunha,4,Osasco,96112453,6,3200
Camila,Cavalcante,02/12/1994,29,Feminino,Ciências Contábeis,Estrada,Travessa Pedro Miguel Câmara,738,Mauá,62166370,4,2100
Ana,Vasconcelos,30/10/1975,48,Feminino,Análise e Desenvolvimento de Sistemas,Viela,Setor Gael Viana,57,Ribeirão Preto,06814903,6,3800
Felipe,Peixoto,04/03/2003,21,Masculino,Publicidade e Propaganda,Estrada,Praia de Almeida,69,São José dos Campos,24897087,10,2700
Beatriz,Nunes,20/03/1997,27,Feminino,Relações Públicas,Avenida,Jardim Luan Andrade,3,São Bernardo do Campo,96550918,9,3800
Lucas,Jesus,06/11/1998,25,Masculino,Publicidade e Propaganda,Alameda,Chácara Lunna da Luz,99,Sorocaba,27364630,1,3200
Juliana,Guerra,21/09/1985,38,Feminino,Relações Internacionais,Rua,Campo Breno Porto,84,Ribeirão Preto,56697620,8,3500
Beatriz,Farias,10/03/1966,58,Feminino,Ciência de Dados e Inteligência Artificial,Viela,Rodovia Barbosa,287,São Paulo,68759956,4,2500
Pedro,Sousa,06/10/1997,26,Masculino,Secretariado,Rua,Residencial Abreu,9,Campinas,11363954,1,2100
José,Pereira,24/11/1989,34,Masculino,Ciências Contábeis,Avenida,Estrada Pedro Henrique Garcia,1,Ribeirão Preto,05377030,5,2400
Gabriel,Leão,01/11/1999,24,Masculino,Ciências Contábeis,Viela,Vila de Vasconcelos,2,Campinas,99645053,5,2400
Fernanda,Brito,16/12/2003,20,Feminino,Ciências Econômicas,Viela,Via de Casa Grande,27,Campinas,54876520,5,3800
Claudia,Pinto,27/01/1971,53,Feminino,Ciência da Computação,Alameda,Praça Lucas Aparecida,12,Campinas,76050913,1,2600
Pedro,Barbosa,03/09/1990,33,Masculino,Publicidade e Propaganda,Rua,Aeroporto de Sales,7,Santo André,57288581,4,2000
José,Duarte,16/04/1985,39,Masculino,Ciência de Dados e Inteligência Artificial,Alameda,Esplanada de Casa Grande,616,São José dos Campos,27787494,9,2600
Vanessa,Pires,20/08/1980,43,Feminino,Ciência da Computação,Rua,Morro Nascimento,8,Ribeirão Preto,60647509,7,4000
Beatriz,Freitas,17/05/1984,40,Feminino,Relações Internacionais,Avenida,Esplanada Stephany Brito,512,São Bernardo do Campo,40767372,10,3500
Patrícia,Pires,20/08/2004,19,Feminino,Secretariado,Viela,Vale Rios,77,Campinas,98081296,7,2700
João,Nascimento,05/06/1973,51,Masculino,Administração,Viela,Trevo Marcela Lopes,4,Ribeirão Preto,77639436,10,2700
João,da Luz,07/02/1991,33,Masculino,Ciências Econômicas,Rua,Condomínio de Vargas,160,Santo André,31253037,2,3900
Ana,Sousa,15/10/1970,53,Feminino,Ciências Econômicas,Viela,Esplanada Almeida,39,Mauá,53992315,5,3500
Juliana,Vargas,29/07/1966,58,Feminino,Secretariado,Estrada,Via de Costela,7,Osasco,75912328,1,3300
Patrícia,Moraes,28/12/1994,29,Feminino,Relações Internacionais,Alameda,Lagoa de Fogaça,76,Mauá,18192706,3,3500
Ana,Campos,12/12/1970,53,Feminino,Publicidade e Propaganda,Avenida,Núcleo de Moraes,35,São Paulo,13536301,8,2000
Gabriel,da Cruz,24/12/2003,20,Masculino,Análise e Desenvolvimento de Sistemas,Viela,Aeroporto Gabriel Cunha,64,Santo André,47236796,3,3700
Carlos,Teixeira,19/10/1991,32,Masculino,Ciências Econômicas,Avenida,Rodovia Theodoro Vieira,16,Campinas,39625397,4,3000
Claudia,Pastor,30/08/1999,24,Feminino,Relações Internacionais,Avenida,Conjunto de Araújo,250,Campinas,48848052,1,3400
Maria,da Rocha,03/11/1995,28,Feminino,Publicidade e Propaganda,Alameda,Avenida Machado,45,São José dos Campos,35302558,10,2400
Felipe,Porto,28/01/1967,57,Masculino,Publicidade e Propaganda,Avenida,Recanto Fonseca,3,Campinas,65357138,0,3600
José,Lima,29/10/2000,23,Masculino,Publicidade e Propaganda,Viela,Vereda Nicolas da Mota,9,Sorocaba,61936065,6,4000
Gabriel,Cunha,10/09/1980,43,Masculino,Análise e Desenvolvimento de Sistemas,Avenida,Núcleo Vargas,53,Guarulhos,45991038,0,2400
Rafael,da Rosa,29/04/1986,38,Masculino,Análise e Desenvolvimento de Sistemas,Estrada,Trecho Clarice Rodrigues,11,Mauá,82632596,6,2400
Camila,Macedo,01/05/1992,32,Feminino,Relações Internacionais,Rua,Rodovia de Vargas,48,Santo André,33521414,7,2400
Fernanda,Ribeiro,26/04/2006,18,Feminino,Ciências Econômicas,Alameda,Trecho de Camargo,4,Santo André,14664009,6,2400
Vanessa,Santos,05/04/1972,52,Feminino,Relações Internacionais,Alameda,Vila Costela,64,São Paulo,98664112,4,2500
Camila,Pastor,07/01/1998,26,Feminino,Ciências Econômicas,Avenida,Loteamento Sá,68,Campinas,05108809,3,3300
Fernanda,Jesus,04/09/1978,45,Feminino,Ciência de Dados e Inteligência Artificial,Viela,Morro Nicolas da Rosa,7,Santo André,85167194,2,2100
Ana,Porto,01/05/1978,46,Feminino,Publicidade e Propaganda,Rua,Aeroporto de da Rosa,74,São Paulo,59289174,9,2000
Rafael,da Luz,19/12/1967,56,Masculino,Secretariado,Estrada,Pátio Vargas,70,São Bernardo do Campo,21265755,2,3100
Gabriel,Ribeiro,31/05/1970,54,Masculino,Relações Públicas,Estrada,Estrada Ian Jesus,361,Guarulhos,14242525,5,3100
Pedro,Correia,17/06/1996,28,Masculino,Análise e Desenvolvimento de Sistemas,Avenida,Passarela Heloísa Duarte,170,Guarulhos,44027673,4,2400
Ana,Cirino,02/11/1986,37,Feminino,Ciências Contábeis,Avenida,Praça Ramos,19,São Paulo,62990167,10,2700
Carlos,da Cunha,26/08/2002,21,Masculino,Análise e Desenvolvimento de Sistemas,Avenida,Pátio Souza,7,Osasco,03958223,4,3500
Rafael,Vieira,06/04/1972,52,Masculino,Ciência da Computação,Alameda,Chácara Ribeiro,8,São Paulo,53889161,0,3600
Pedro,Costa,30/08/1972,51,Masculino,Ciência de Dados e Inteligência Artificial,Viela,Trevo de Novais,3,Ribeirão Preto,89604838,2,3000
Beatriz,da Mata,19/11/1978,45,Feminino,Publicidade e Propaganda,Rua,Viaduto de Barbosa,17,Mauá,40624673,4,3200
Lucas,Mendonça,23/09/1995,28,Masculino,Ciência da Computação,Rua,Pátio Maria Cecília Ribeiro,55,Mauá,86164148,7,3600
Fernanda,da Mata,14/02/1992,32,Feminino,Relações Internacionais,Avenida,Recanto Gabriel Teixeira,7,Osasco,98910787,7,2200
Daniel,Almeida,18/05/1988,36,Masculino,Secretariado,Rua,Feira Valentina Vargas,49,Osasco,35659429,4,3200
Camila,Guerra,30/03/1999,25,Feminino,Ciência da Computação,Estrada,Pátio de Moura,613,Mauá,84135890,9,2700
Luciana,Moraes,02/02/1989,35,Feminino,Administração,Avenida,Viaduto da Mota,553,Mauá,10846897,6,3800
Gabriel,Andrade,12/09/1992,31,Masculino,Administração,Rua,Passarela Barbosa,66,São José dos Campos,97408134,2,3800
Claudia,Ribeiro,09/02/1970,54,Feminino,Administração,Alameda,Estação Teixeira,872,Campinas,16564145,4,2300
Rafael,Lopes,26/11/2004,19,Masculino,Publicidade e Propaganda,Avenida,Trecho João Gabriel Andrade,82,Guarulhos,32006749,7,2400
Patrícia,Borges,05/05/2002,22,Feminino,Ciências Econômicas,Estrada,Loteamento Duarte,49,São Paulo,74793808,2,2900
Maria,Mendonça,21/11/1999,24,Feminino,Ciências Contábeis,Viela,Jardim de Dias,52,São Bernardo do Campo,55583378,1,2600
Ana,da Luz,20/04/1965,59,Feminino,Publicidade e Propaganda,Alameda,Vereda de Carvalho,883,São José dos Campos,74948307,2,2100
Carlos,Mendonça,10/05/2006,18,Masculino,Ciências Econômicas,Rua,Lagoa Giovanna Sales,15,Santo André,46293061,8,3200
Lucas,da Luz,28/02/1997,27,Masculino,Secretariado,Rua,Viela Lucca Macedo,943,São Bernardo do Campo,57677065,5,3500
Camila,Moraes,26/02/2002,22,Feminino,Relações Internacionais,Estrada,Área da Rocha,200,Osasco,67181756,3,3800
Juliana,Novaes,23/06/2006,18,Feminino,Ciência de Dados e Inteligência Artificial,Viela,Vila de Aragão,591,Mauá,18880560,1,2700
Claudia,Cirino,30/03/1987,37,Feminino,Ciências Contábeis,Viela,Parque Pereira,6,Mauá,12701430,6,3500
Juliana,da Paz,25/11/1982,41,Feminino,Ciência da Computação,Viela,Jardim de Porto,503,Santo André,92700685,6,3900
Patrícia,Moura,05/11/1988,35,Feminino,Secretariado,Estrada,Aeroporto Moreira,500,Sorocaba,26325741,7,3600
Juliana,Fonseca,12/06/2002,22,Feminino,Ciências Contábeis,Estrada,Loteamento da Costa,70,São José dos Campos,76432012,10,2200
José,da Luz,28/01/2003,21,Masculino,Relações Públicas,Avenida,Residencial de Vasconcelos,22,Guarulhos,24443775,4,3500
Claudia,da Rocha,03/05/2002,22,Feminino,Publicidade e Propaganda,Estrada,Praia Vitor Gabriel Cunha,88,Osasco,90732416,5,3600
Claudia,Cassiano,05/03/1980,44,Feminino,Ciências Contábeis,Rua,Morro de Costela,97,Osasco,68955277,0,3500
Rafael,Azevedo,31/01/1967,57,Masculino,Ciência da Computação,Avenida,Condomínio Cavalcanti,602,São Bernardo do Campo,30323600,5,4000
Maria,Souza,20/03/1993,31,Feminino,Administração,Avenida,Recanto de Farias,621,São José dos Campos,09263149,5,2500
Carlos,Ramos,26/10/1968,55,Masculino,Publicidade e Propaganda,Avenida,Vale de Costela,458,São José dos Campos,18404464,4,3400
Carlos,Pereira,15/04/1996,28,Masculino,Ciências Econômicas,Estrada,Vila Oliver Costela,71,Mauá,30487165,2,3200
Juliana,da Luz,26/07/1966,58,Feminino,Relações Públicas,Viela,Campo de Sales,41,Ribeirão Preto,49890338,2,3600
Maria,Barbosa,11/09/1965,58,Feminino,Ciências Contábeis,Estrada,Aeroporto Henry Gabriel Sá,227,Guarulhos,86591409,2,2400
Felipe,Silva,10/05/1985,39,Masculino,Ciências Econômicas,Rua,Avenida Moreira,66,Osasco,48994101,3,3700
Claudia,Rocha,30/11/1972,51,Feminino,Análise e Desenvolvimento de Sistemas,Rua,Vila Emilly Andrade,190,São Bernardo do Campo,72537507,1,2600
Claudia,Pacheco,12/03/1979,45,Feminino,Ciência de Dados e Inteligência Artificial,Rua,Vereda de Macedo,89,São Paulo,98239025,2,3600
João,Mendes,19/11/1985,38,Masculino,Relações Públicas,Avenida,Conjunto da Mata,316,São Bernardo do Campo,58203033,1,2700
Maria,da Mata,07/12/1984,39,Feminino,Ciência de Dados e Inteligência Artificial,Viela,Praia de das Neves,881,Santo André,20360319,7,2400
José,Rezende,09/08/1999,24,Masculino,Ciência da Computação,Viela,Ladeira Gonçalves,1,Ribeirão Preto,05679984,4,2400
Fernanda,Pastor,18/02/2003,21,Feminino,Ciência da Computação,Alameda,Alameda de Barbosa,230,Ribeirão Preto,76598096,5,2900
Gabriel,Rezende,10/07/1973,51,Masculino,Ciência da Computação,Rua,Lago de Cirino,478,Ribeirão Preto,18531379,8,2900
Luciana,Cirino,14/05/1994,30,Feminino,Secretariado,Rua,Colônia de Abreu,725,Ribeirão Preto,88604351,3,2100
Mateus,Freitas,14/06/1977,47,Masculino,Relações Públicas,Rua,Vale Mariane Macedo,24,Campinas,47478602,3,2100
José,Pinto,10/01/1968,56,Masculino,Ciência de Dados e Inteligência Artificial,Viela,Sítio José Nogueira,18,Mauá,93907722,7,3900
Vanessa,Pinto,07/03/1993,31,Feminino,Administração,Viela,Estrada de Almeida,286,Osasco,61755069,7,2700
Juliana,Câmara,05/01/1983,41,Feminino,Administração,Viela,Vila da Conceição,18,Sorocaba,25405034,8,3300
Juliana,Barros,16/05/1973,51,Feminino,Ciências Econômicas,Rua,Trevo Oliver da Costa,78,Mauá,72460095,4,2600
Fernanda,Caldeira,28/09/1993,30,Feminino,Publicidade e Propaganda,Rua,Aeroporto João Lucas das Neves,3,Ribeirão Preto,82319310,4,2200
Rafael,Macedo,12/08/1999,24,Masculino,Ciência da Computação,Rua,Viaduto Kaique Porto,579,Guarulhos,27603157,0,3800
Daniel,Cavalcante,02/07/1971,53,Masculino,Relações Públicas,Estrada,Sítio Caleb Pastor,743,Santo André,43580704,10,3300
Ana,Costela,29/07/1976,48,Feminino,Análise e Desenvolvimento de Sistemas,Avenida,Trecho Ana da Costa,253,Santo André,64013600,9,3100
Maria,Pimenta,10/06/1980,44,Feminino,Relações Públicas,Avenida,Jardim Mariane Caldeira,91,Guarulhos,36489689,7,2700
Rafael,Dias,04/04/2001,23,Masculino,Publicidade e Propaganda,Avenida,Aeroporto Rios,6,São José dos Campos,32430774,4,3500
Mateus,Machado,10/03/1975,49,Masculino,Ciências Contábeis,Alameda,Setor Clara Alves,99,Osasco,51341055,1,2200
José,Lima,15/02/1973,51,Masculino,Ciência de Dados e Inteligência Artificial,Estrada,Quadra Alves,65,Osasco,50211767,10,2600
Mateus,Correia,26/08/1979,44,Masculino,Análise e Desenvolvimento de Sistemas,Rua,Rua de Melo,59,São José dos Campos,01174368,0,3800
Gabriel,Pinto,27/05/1987,37,Masculino,Relações Internacionais,Avenida,Estrada de Ramos,357,Campinas,79438371,7,3000
Camila,Câmara,07/07/1988,36,Feminino,Administração,Avenida,Conjunto de Nogueira,65,Santo André,30086357,9,3000
Daniel,Peixoto,10/06/1968,56,Masculino,Ciência da Computação,Estrada,Lagoa de da Cunha,159,Osasco,36557023,9,3400
Pedro,Monteiro,03/05/1982,42,Masculino,Relações Públicas,Avenida,Vereda de Cassiano,1,São Bernardo do Campo,84562394,0,3600
Felipe,Novaes,18/02/2002,22,Masculino,Análise e Desenvolvimento de Sistemas,Rua,Lagoa de Macedo,9,Mauá,57314999,1,2300
Ana,Vargas,11/03/1989,35,Feminino,Ciência da Computação,Rua,Lagoa Vasconcelos,70,Santo André,27871245,8,3800
João,Costela,02/10/1988,35,Masculino,Ciências Econômicas,Rua,Praia Agatha Camargo,242,Sorocaba,69475297,3,3300
Mateus,Correia,30/10/1997,26,Masculino,Secretariado,Rua,Distrito Vargas,71,Sorocaba,68544242,7,3800
Claudia,Azevedo,29/10/1987,36,Feminino,Relações Internacionais,Alameda,Trecho de Viana,310,Mauá,95008340,4,3200
Rafael,Ferreira,05/03/1987,37,Masculino,Ciência da Computação,Avenida,Loteamento de Porto,81,Sorocaba,53133468,4,3400
Felipe,Cunha,06/07/1999,25,Masculino,Secretariado,Estrada,Residencial Pires,225,Ribeirão Preto,41252844,7,4000
Luciana,Araújo,07/04/2004,20,Feminino,Secretariado,Rua,Quadra de da Mota,22,Mauá,05220073,4,3200
Felipe,Jesus,29/04/1982,42,Masculino,Secretariado,Rua,Vale Miguel Aragão,784,Sorocaba,57720205,9,3500
Camila,Vasconcelos,22/11/1987,36,Feminino,Ciência da Computação,Rua,Vila Felipe Leão,74,Osasco,87341174,3,3300
Fernanda,Santos,13/11/1982,41,Feminino,Publicidade e Propaganda,Viela,Morro Mirella Peixoto,7,São José dos Campos,77704670,6,2800
Vanessa,Machado,06/06/1982,42,Feminino,Ciências Contábeis,Rua,Vereda Sarah Pimenta,908,Sorocaba,17527403,1,3200
Pedro,Ferreira,21/10/1977,46,Masculino,Administração,Viela,Distrito Cassiano,64,Guarulhos,49353016,0,3900
Juliana,Gomes,25/03/1974,50,Feminino,Secretariado,Estrada,Distrito da Rocha,5,Campinas,35728898,10,3700
Daniel,Ribeiro,07/06/1990,34,Masculino,Relações Públicas,Alameda,Morro de Barros,19,Santo André,87844838,2,3400
Carlos,Ribeiro,25/03/1987,37,Masculino,Ciências Contábeis,Estrada,Campo Câmara,78,Osasco,77209828,2,2300
Fernanda,Martins,02/02/2003,21,Feminino,Publicidade e Propaganda,Viela,Rua Rios,10,São Bernardo do Campo,77415421,2,3000
João,Cunha,03/03/1966,58,Masculino,Publicidade e Propaganda,Viela,Travessa da Mota,4,Ribeirão Preto,80658689,10,3900
Daniel,Vieira,08/02/1993,31,Masculino,Administração,Viela,Rua Ramos,378,Ribeirão Preto,67156135,0,4000
Ana,Farias,30/11/1964,59,Feminino,Ciências Contábeis,Rua,Pátio Lima,54,Guarulhos,94446628,8,2200
Lucas,Cirino,02/07/2002,22,Masculino,Administração,Estrada,Sítio Maya Moraes,39,Osasco,18202465,3,2500
Beatriz,Duarte,25/10/1996,27,Feminino,Análise e Desenvolvimento de Sistemas,Rua,Viela Rocha,2,Osasco,45898355,6,4000
Gabriel,Cardoso,14/12/2002,21,Masculino,Publicidade e Propaganda,Alameda,Quadra Pereira,35,Mauá,87979571,10,3000
Mateus,da Mata,20/04/2003,21,Masculino,Secretariado,Alameda,Fazenda de Ferreira,2,São Bernardo do Campo,73880370,6,2400
Mateus,Farias,17/01/1994,30,Masculino,Relações Internacionais,Estrada,Residencial de da Paz,653,Osasco,50605450,3,2900
Juliana,Correia,05/02/1978,46,Feminino,Análise e Desenvolvimento de Sistemas,Alameda,Vale Lopes,4,Sorocaba,42617337,3,3100
Gabriel,Fonseca,04/01/1988,36,Masculino,Secretariado,Estrada,Campo de Rios,42,Osasco,29580462,3,2200
Patrícia,Casa Grande,03/03/2006,18,Feminino,Ciência de Dados e Inteligência Artificial,Estrada,Rodovia Luiz Fernando Silva,31,Mauá,72319839,1,2500
Mateus,Pacheco,30/01/1976,48,Masculino,Ciências Econômicas,Avenida,Recanto Emanuelly Moura,12,Sorocaba,25934276,5,3300
Carlos,Moura,08/10/1985,38,Masculino,Ciência de Dados e Inteligência Artificial,Rua,Campo da Rosa,46,Campinas,43291974,2,3600
Vanessa,Santos,25/10/2003,20,Feminino,Ciências Contábeis,Estrada,Vila Sá,4,Campinas,03640918,10,2200
Lucas,Siqueira,30/01/1993,31,Masculino,Análise e Desenvolvimento de Sistemas,Rua,Parque Diego Marques,40,Sorocaba,09484372,4,3300
Fernanda,Araújo,30/01/1984,40,Feminino,Ciência de Dados e Inteligência Artificial,Rua,Largo Melo,832,Sorocaba,57434043,0,2600
Carlos,Castro,24/10/1995,28,Masculino,Relações Internacionais,Alameda,Loteamento Davi Costela,19,Osasco,74457637,6,2800
Claudia,Rezende,05/09/1975,48,Feminino,Análise e Desenvolvimento de Sistemas,Rua,Campo de Fogaça,82,Santo André,61310273,2,4000
Claudia,Abreu,20/04/1969,55,Feminino,Análise e Desenvolvimento de Sistemas,Alameda,Praia Macedo,1,São José dos Campos,79794822,7,3400
Mateus,Melo,31/07/1967,57,Masculino,Análise e Desenvolvimento de Sistemas,Alameda,Recanto Rocha,83,São Paulo,47680717,9,2200
Lucas,Jesus,27/03/2006,18,Masculino,Relações Internacionais,Rua,Feira da Costa,444,Osasco,00866265,10,2100
Ana,Moraes,22/11/1999,24,Feminino,Administração,Avenida,Pátio de da Cunha,89,Ribeirão Preto,58422492,5,2700
Ana,Sampaio,11/01/1991,33,Feminino,Relações Internacionais,Estrada,Vale Almeida,9,São José dos Campos,36285401,0,2200
Camila,Sá,13/09/2002,21,Feminino,Ciência de Dados e Inteligência Artificial,Avenida,Conjunto Rael Monteiro,8,Osasco,86743688,1,2800
João,Viana,26/07/1984,40,Masculino,Relações Públicas,Alameda,Avenida de Souza,962,Sorocaba,23240237,10,2700
Camila,Macedo,25/06/1978,46,Feminino,Ciência da Computação,Rua,Pátio das Neves,63,Osasco,43008305,4,3800
Lucas,Fernandes,28/01/1977,47,Masculino,Publicidade e Propaganda,Avenida,Avenida de Farias,19,Santo André,64553235,7,3600
Lucas,Abreu,26/06/1992,32,Masculino,Publicidade e Propaganda,Rua,Jardim de Vieira,56,São Paulo,12277880,7,3500
Lucas,Rezende,24/02/1982,42,Masculino,Relações Públicas,Alameda,Parque Camila Martins,817,Mauá,21962961,6,2000
Carlos,Lima,09/06/1972,52,Masculino,Ciências Contábeis,Avenida,Pátio de Aragão,449,Santo André,00818225,9,2700
Claudia,Gomes,30/01/1967,57,Feminino,Secretariado,Viela,Distrito de Santos,53,Santo André,75772830,0,2000
José,Mendonça,21/11/1983,40,Masculino,Ciência da Computação,Rua,Trevo de Mendes,88,São Paulo,32081569,8,2200
Rafael,Cardoso,04/11/1968,55,Masculino,Administração,Alameda,Lago Viana,19,Santo André,26826453,9,2100
Lucas,Santos,18/08/1987,36,Masculino,Secretariado,Viela,Parque Danilo Nunes,61,Mauá,96422661,3,3100
Claudia,Sales,28/11/1963,60,Feminino,Secretariado,Avenida,Rua de Ferreira,998,Campinas,21790039,6,2000
Rafael,Leão,31/01/1980,44,Masculino,Ciências Econômicas,Estrada,Trecho de Farias,30,São Paulo,72289032,3,3300
Carlos,Rezende,03/08/1992,32,Masculino,Ciência da Computação,Rua,Conjunto Augusto Casa Grande,95,Guarulhos,17541951,0,3400
